JCR:UUID,PATH,TYPE,JCR:CONTENT/METADATA/DC:FORMAT,TITLE,EXPIRES,JCR:CONTENT/METADATA/XMP:RHCC-FILE-LAST-MODIFIED,,JCR:CONTENT/METADATA/DC:LANGUAGE,JCR:CONTENT/METADATA/XMP:RHCC-ASSET-URL,JCR:CONTENT/METADATA/XMP:RHCC-AUDIENCE,JCR:CONTENT/METADATA/DAM:STATUS,JCR:CONTENT/METADATA/DC:DESCRIPTION,JCR:CONTENT/METADATA/XMP:RHCC-AUTHOR,JCR:CONTENT/METADATA/XMP:RHCC-BUSINESS-CHALLENGE,JCR:CONTENT/METADATA/XMP:RHCC-COMPETITOR,JCR:CONTENT/METADATA/XMP:RHCC-CONTENT-TYPE,JCR:CONTENT/METADATA/XMP:RHCC-DISTRIBUTION-TERMS,JCR:CONTENT/METADATA/XMP:RHCC-INDUSTRY,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT-COMPONENT,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT-LINE,JCR:CONTENT/METADATA/XMP:RHCC-REGION,JCR:CONTENT/METADATA/XMP:RHCC-SALES-STAGE,JCR:CONTENT/METADATA/XMP:RHCC-SOURCE-URL,JCR:CONTENT/METADATA/XMP:RHCC-TOPICS,JCR:CONTENT/METADATA/XMP:RHCC-TRAINING-AND-CERTIFICATION,JCR:CONTENT/METADATA/XMP:RHCC-PARTNERS,JCR:CONTENT/METADATA/XMP:RHCC-PERSONA,JCR:CONTENT/METADATA/XMP:RHCC-ROLES,JCR:CONTENT/METADATA/XMP:RHCC-SALES-PLAY
e5f704fa-6c5b-4a4e-a092-14ca722fbadc,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/BostonChildren's_OpenShift_AI-ML_Win.pdf,PDF,application/pdf,BostonChildren's OpenShift AI/ML Win,2024-08-13T20:00:00.000-04:00,2022-12-02T16:02:24.125Z,,en,,rhcc-audience:internal,available,BostonChildren's OpenShift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1qEaeCcmB4iu3tGr7HvhI8VjL3J5IkKmufsblBrIO45U/edit#slide=id.ga1546c2619_0_0,rhcc-topics:ai-ml,,,,,
68ed0dd6-53d4-4052-b2b4-c291ce990330,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/New Zealand Police_Openshift_Middleware_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,New Zealand Police_Openshift_Middleware_AI/ML_Win,2024-08-08T20:00:00.000-04:00,2023-02-09T16:19:39.444Z,,en,,rhcc-audience:internal,available,New Zealand Police_Openshift_Middleware_AI/ML_Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1kwZ7kccPsoPcgz4qh5cBJZdT2-IrVOsO0CAFlsX4_o4/edit#slide=id.g6dba29e775_1_0,rhcc-topics:ai-ml,,,,,
605ca39f-c5a1-4e4f-a93a-2f576264ff7c,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/BMW-DXC_OpenShift_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,BMW-DXC_OpenShift_AI/ML_Win,2024-08-08T20:00:00.000-04:00,2023-02-09T15:02:54.444Z,,en,,rhcc-audience:internal,available,BMW-DXC_OpenShift_AI/ML_Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1UN-VctIoFSSWNRmamjN8_RwWuiIpyJA6nkKyoX-MQmE/edit#slide=id.g864a48ff93_0_0,rhcc-topics:ai-ml,,,,,
f24eca5f-a49c-4118-86de-9553ef79b2b7,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/Tibco takeout email sequence - 36 day - 11 touch -WIP-.pdf,PDF,application/pdf,Prospecting Sequence - 36 day - 11 touch,2024-08-14T20:00:00.000-04:00,2022-12-02T16:39:14.912Z,,en,,rhcc-audience:internal,available,This is a recommended prospecting sequence to implement based upon guidance from sales specialists with prior experience at Tibco.,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/102c5c9pgdOuKwmUpo97soBuJTM0JviNSJIbAu7vjWfI,,,,,,
2d8b0a3c-a8af-483c-bec4-971cba317356,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/22-6 IBM+RHT TIBCO Alternative v1.pdf,PDF,application/pdf,2020-06 IBM&RHT TIBCO Alternative v1.2,2024-08-14T20:00:00.000-04:00,2022-12-02T15:47:38.873Z,,en,,rhcc-audience:internal,available,"INTERNAL USE ONLY
 CUSTOMER CONFIDENTAIL INFORMATION",Josh West,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/18ntydoGqJN854fuVDbedrFdXtMW1Of-omlJRzg-tCVs,,,,,,
47ed0b72-2c93-4a87-85f7-862afcfbd565,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/TIBCO Alternative- Customer Facing Slides (Developed by Citi Bank Sales Team).pdf,PDF,application/pdf,TIBCO Alternative v1.2,2024-08-14T20:00:00.000-04:00,2022-12-02T16:38:03.089Z,,en,,rhcc-audience:internal,available,TIBCO Alternative v1.2,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1WJLfIbB_vCOZelu2ejgK8OZHKQ7FtSu4ioNyC_aTya0,,,,,,
a2c11028-cff4-4bf1-a24a-8a54f352f131,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/RH TIBCO Alternative.pdf,PDF,application/pdf,TIBCO Competitive Takeout - Introduction to Tibco - Slides,2024-08-14T20:00:00.000-04:00,2022-12-02T16:37:15.326Z,,es,,rhcc-audience:internal,available,This is a descriptive overview provided to SSP's on Tibco as a competitor and our strategy for helping customers migrate to Red Hat's integration platform.,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1GnP-yDQuqpZ1VKPq2jGQf76KF5EPUo1SeH3vbOJd5LI,,,,,,
930b41f6-6ffc-4d7f-9ccf-86488949cab5,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/TIBCO to JBoss Migration - Sales Slides 218 - v3.pdf,PDF,application/pdf,TIBCO to Red Hat Migration - Sales Slides - v3.1,2024-08-14T20:00:00.000-04:00,2022-12-02T16:38:33.014Z,,en,,rhcc-audience:internal,available,TIBCO to Red Hat Migration - Sales Slides - v3.1,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1CfHkKwEEzv_HJ8UwhtatGJmeAsKkDtYX5miHw8uDZD4,,,,,,
702fa7c7-9fc7-43f4-bdd6-5097cdc149f0,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/TIBCO to JBoss Migration - Discovery Client Prep Doc - v3.pdf,PDF,application/pdf,TIBCO to JBoss Migration - Discovery Client Prep Doc - v3.0,2024-08-14T20:00:00.000-04:00,2022-12-02T16:38:00.153Z,,en,,rhcc-audience:internal,available,TIBCO to JBoss Migration - Discovery Client Prep Doc - v3.0,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/12QUh2-F7RR2SN4fC7IL1lsdcVif_bkC9zpC2tadMrWo,,,,,,
3430e843-08b6-4bd7-96ab-3e95e4e019c6,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/gri-cbvq-pgj (221-5-1 at 14-55 GMT-7).mp4,MULTIMEDIA,video/mp4,Tibco Migration Accelerator,2024-09-22T00:00:00.000Z,2022-12-02T16:50:59.938Z,,en,,rhcc-audience:internal,available,Jason Milliron,Jason Milliron,,rhcc-competitor:tibco,rhcc-content-type:video,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1str62QQEfN3JgH79aTuXnPbruHg_VEBg,,,,,,
291a8468-6f65-48bb-a67d-e7364f6f58de,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/App Modernization_TIBCO Alternative.pdf,PDF,application/pdf,App Modernization - TIBCO Alternative,2024-08-14T20:00:00.000-04:00,2022-12-02T16:01:08.931Z,,en,,rhcc-audience:internal,available,App Modernization - TIBCO Alternative,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1SjroS0PgJRo02VXSSHFBtZYJFtt3UMc3Ur4d1kJ_kxw/edit#slide=id.g9a9b9b72d3_0_565,,,,,,
b4427dad-5ef4-4995-a4f4-1fc9c2bcd808,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/Tibco Overview.mp4,MULTIMEDIA,video/mp4,In 20: Tibco Overview,2024-08-28T14:26:00.000-04:00,2022-12-02T16:40:30.206Z,,en,,rhcc-audience:internal,available,"Quick overview of Tibco -vs- RHT Integration & BPM suites.
 Delivered December 219 to EMEA sales specialists.",Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,,,,,,,
7ae08d6c-a305-4957-aa3b-b79f3a618d2e,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/Tibco Services POV - Give to Get Model.pdf,PDF,application/pdf,Tibco Services POV - Give to Get Model,2024-08-14T20:00:00.000-04:00,2022-12-02T16:39:15.261Z,,en,,rhcc-audience:internal,available,Tibco Services POV - Give to Get Model,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1I0EOfg2DvJ94UKUJmkDK_PX8JjRncbFz0klGWjMHJvE,,,,,,
41f7b6b8-6d8d-406a-bb8d-194d933940ae,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/Integration Modernisation + RH Services.pdf,PDF,application/pdf,Integration Modernisation & RH Services,2024-08-14T20:00:00.000-04:00,2022-12-02T16:33:55.829Z,,en,,rhcc-audience:internal,available,Integration Modernisation & RH Services,Ashwin Karpe,,,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1JeL2kTc84n1MpB3tzXXLxhF66iaTntJdtnhno0jPFnk,,,,,,
bdd6d96e-b690-4922-967b-5db3eab1c3a6,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/TIBCO to JBoss Migration - Approach Doc Template - v3.pdf,PDF,application/pdf,TIBCO to JBoss Migration - Approach Doc Template - v3.0,2024-08-14T20:00:00.000-04:00,2022-12-02T16:38:08.961Z,,en,,rhcc-audience:internal,available,TIBCO to JBoss Migration - Approach Doc Template - v3.0,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1UdA1XSvuYuDyXCQE1QkSSmx6StPm8LWinuzNo6_6gJE,,,,,,
9a44280d-238f-49d5-b190-a668e4e0a2fb,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/19).pdf,PDF,application/pdf,TIBCO BusinessWorks MW Competitive call,2024-08-14T20:00:00.000-04:00,2022-12-02T15:47:38.810Z,,en,,rhcc-audience:internal,available,Call deck from (11/25/19),Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1xZAReyRJ4_fXUvGc5Y8DhnAHGlcfQgSwaFRgE9PYwNs,,,,,,
a115c407-da44-401b-ba44-09510553bc90,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/Recording for Tibco -Give to Get- Model (221-7-19 at 6-12 GMT-7).mp4,MULTIMEDIA,video/mp4,Tibco - Give to Get,2024-08-14T20:00:00.000-04:00,2022-12-02T16:39:02.967Z,,en,,rhcc-audience:internal,available,Tibco - Give to Get,Ashwin Karpe,,rhcc-competitor:tibco,rhcc-content-type:competitive-review,confidential - red hat only,,,,,,,,,,,,,
ff762122-7752-4792-952b-11648b379c7f,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/RBC_OpenShift_AI-ML_Win.pdf,PDF,application/pdf,RBC OpenShift AI/ML Win,2024-08-13T20:00:00.000-04:00,2022-12-02T16:37:09.193Z,,en,,rhcc-audience:internal,available,RBC OpenShift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/file/d/1PRIMMvvKgw6r8lezOJVCR6Xax1yIVTYrtQdsBMfQxC0,rhcc-topics:ai-ml,,,,,
f7b10a07-3e1f-4a28-b600-4fd0560a0515,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/NEC_OpenShift_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,NEC OpenShift AI/ML Win,2024-08-08T20:00:00.000-04:00,2023-02-09T16:15:54.532Z,,en,,rhcc-audience:internal,available,NEC OpenShift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1Uwo-Mfv3Jevkhg8j7ukTFn0pt4jD3w95l-ZogjOpFls/edit#slide=id.g864a49000b_0_186,rhcc-topics:ai-ml,,,,,
3b4ada77-e1a5-4b87-aeeb-3c0ddfbefea4,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/MOD_Israel_Openshift_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,MOD Israel Openshift AI/ML Win,2024-08-08T20:00:00.000-04:00,2023-02-09T16:12:39.449Z,,en,,rhcc-audience:internal,available,MOD Israel Openshift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1lLNpljVnr-ANhOP7qSOZxxZ7PQq6tlSMNK_W8VQ1g30/edit#slide=id.p1,rhcc-topics:ai-ml,,,,,
b0d5780e-144d-44c1-89d6-b9b97f892ee9,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/ML_Win .pdf,PDF,application/pdf,KPMG Openshift AI/ML Win,2024-08-19T20:00:00.000-04:00,2022-12-02T16:36:18.113Z,,en,,rhcc-audience:internal,available,KPMG Openshift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1MeBlAGGSkG2AKqb54zCBjs-en3aXkWLnTNA08N8_w7Q/edit#slide=id.g6dba29e775_1_0,rhcc-topics:ai-ml,,,,,
b0676786-c1a4-41d0-a5e8-8210445a7a54,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/ML_Win.pdf,PDF,application/pdf,NTT OpenShift AI/ML Win,2024-08-19T20:00:00.000-04:00,2022-12-02T16:36:23.995Z,,en,,rhcc-audience:internal,available,NTT OpenShift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/file/d/12s5OZZtP9kgii9ypszuSyKNjh1FE-Csy6uxSFx6qw8Y,rhcc-topics:ai-ml,,,,,
6fa132c0-efd7-4360-83fe-953dec6d7d5d,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/HONDA_Openshift_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,HONDA Openshift AI/ML Win,2024-08-08T20:00:00.000-04:00,2023-02-09T15:49:48.445Z,,en,,rhcc-audience:internal,available,HONDA Openshift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1NlWBeUCQkGcCg9pBuD6kKoBNNTpvi4358Q22TmJit-E/edit#slide=id.g6dba29e775_1_0,rhcc-topics:ai-ml,,,,,
bc45fe65-63f3-48a4-9dd1-5115eadca617,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/ExxonMobil_OpenShift_AI_ML_Win.pptx,PRESENTATION,application/vnd.openxmlformats-officedocument.presentationml.presentation,ExxonMobil OpenShift AI/ML Win,2024-08-08T20:00:00.000-04:00,2023-02-09T15:29:12.460Z,,en,,rhcc-audience:internal,available,ExxonMobil OpenShift AI/ML Win,Jason Milliron,,,rhcc-content-type:customer-success-snapshot,confidential - red hat only,,,,,,,https://docs.google.com/presentation/d/1GLDXDhaTXwhC74XRPvIxb2ONpzNCxTFLiwoi3hDGYzE/edit#slide=id.g6dba29e775_1_0,rhcc-topics:ai-ml,,,,,
c1d469d9-4589-4b05-8e87-8c974026a024,/content/dam/rhcc/pnt/sales/technical-sales-and-go-to-market/red-hat-technology-experience-model-(tem).pdf,PDF,application/pdf,Red Hat Technology Experience Model (TEM),2025-07-05T00:00:00.000Z,2024-01-05T19:04:50.858Z,,en,,rhcc-audience:internal,available,"This document details how the different Red Hat Tech Sales roles work with one another and with partners to land a Technology Decision Point (TDP), a foundational element of a customer’s technical architecture. The aim is to clearly indicate responsibility for key technical sales actions, and is applicable whether the role of the Account Executive is taken by a Red Hat employee or a partner.",Bryan Coapstick,,,rhcc-content-type:sales-guide,confidential - red hat only,,rhcc-product:red-hat-ansible-automation-platform;rhcc-product:red-hat-enterprise-linux;rhcc-product:red-hat-openshift;rhcc-product:red-hat-enterprise-linux-server;rhcc-product:red-hat-insights;rhcc-product:red-hat-satellite;rhcc-product:red-hat-cloud-services;rhcc-product:red-hat-openshift-container-platform;rhcc-product:red-hat-advanced-cluster-management-for-kubernetes;rhcc-product:red-hat-advanced-cluster-security-for-kubernetes;rhcc-product:red-hat-openstack-platform;rhcc-product:microsoft-azure-red-hat-openshift;rhcc-product:red-hat-openshift-service-on-aws;rhcc-product:red-hat-device-edge;rhcc-product:red-hat-trusted-software-supply-chain,,,,,https://docs.google.com/document/d/1Fws9mQED6iPjWiK6wnoLsP_lhNKcS2wE3HcN6Etuc24/edit,,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:architect;rhcc-roles:chief-architect;rhcc-roles:cloud-success-architect-csa;rhcc-roles:commercial-account-sa;rhcc-roles:customer-success-executive-cse;rhcc-roles:customer-success-manager-csm;rhcc-roles:ecosystem-sa;rhcc-roles:enterprise-account-sa;rhcc-roles:portfolio-ssa;rhcc-roles:product-ssa;rhcc-roles:ssp;rhcc-roles:technical-account-manager-tam;rhcc-roles:technical-services-manager;rhcc-roles:technical-support-engineer,rhcc-sales-play:ansible-community-to-enterprise;rhcc-sales-play:automate-the-enterprise;rhcc-sales-play:centos-to-rhel;rhcc-sales-play:standardize-on-linux-for-any-workload
